name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
419	3 : hook	0.714436	0.648792	0.461794	0.609519	0.079637	0.200211	0.849597	0.611259	100.000000
420	6 : two	0.262359	0.271084	0.092384	0.599824	0.005544	0.053830	0.293322	0.080017	100.000000
421	1 : pinch	0.131755	0.038259	0.097946	0.770373	0.157776	0.519818	0.310991	0.082910	100.000000
422	6 : two	0.331162	0.227772	0.219456	0.703159	0.007438	0.192182	0.460881	0.138071	100.000000
423	9 : five	0.348360	0.392326	0.647190	0.824673	0.032333	0.347817	0.882974	0.573193	100.000000
424	1 : pinch	0.153597	0.058956	0.122926	0.762199	0.097220	0.383649	0.369013	0.096351	100.000000
425	0 : rest	0.056743	0.028348	0.163851	0.732024	0.009417	0.015314	0.154617	0.036458	100.000000
426	3 : hook	0.691994	0.612523	0.435550	0.594509	0.064388	0.196972	0.742558	0.583978	100.000000
427	3 : hook	0.642486	0.610080	0.386947	0.605597	0.045164	0.159885	0.779539	0.581308	100.000000
428	9 : five	0.344800	0.380203	0.633368	0.823265	0.030119	0.337651	0.883830	0.572093	100.000000
429	9 : five	0.339785	0.515383	0.778485	0.851322	0.050736	0.436507	0.953400	0.618066	100.000000
430	1 : pinch	0.123156	0.044944	0.095312	0.724035	0.075414	0.332278	0.352971	0.088210	100.000000
431	7 : three	0.123832	0.175358	0.245300	0.794313	0.004481	0.074230	0.852015	0.337030	100.000000
432	3 : hook	0.688841	0.685668	0.593121	0.784806	0.121597	0.195043	0.899764	0.721538	100.000000
433	7 : three	0.118493	0.091893	0.211953	0.902912	0.002501	0.058763	0.974343	0.314695	100.000000
434	0 : rest	0.044134	0.006606	0.079822	0.742200	0.000031	0.000067	0.044307	0.003960	100.000000
435	7 : three	0.089918	0.092954	0.225894	0.861510	0.001433	0.044763	0.938837	0.247838	100.000000
436	8 : four	0.258478	0.248267	0.480693	0.843831	0.010027	0.150926	0.790766	0.348757	100.000000
437	7 : three	0.144637	0.121073	0.243588	0.790921	0.006282	0.091608	0.852664	0.324932	100.000000
438	1 : pinch	0.149549	0.055698	0.120347	0.767359	0.117703	0.416955	0.352553	0.088907	100.000000
439	4 : pointing	0.334260	0.509877	0.475114	0.754248	0.080680	0.205523	0.054668	0.459538	100.000000
440	3 : hook	0.893612	0.709456	0.518665	0.635202	0.122475	0.165118	0.896622	0.755810	100.000000
441	8 : four	0.266139	0.251667	0.476658	0.848483	0.009722	0.149169	0.766382	0.338021	100.000000
442	0 : rest	0.050364	0.014326	0.153739	0.745636	0.000404	0.000733	0.084651	0.016084	100.000000
443	7 : three	0.172391	0.160540	0.280084	0.785792	0.007927	0.090363	0.852530	0.365580	100.000000
444	0 : rest	0.058589	0.028059	0.173009	0.733639	0.008132	0.014548	0.162013	0.037820	100.000000
