name	label	A0	A1	A2	A3	A4	A5	A6	A7	Placement
5668	2 : fist	0.655915	0.580741	0.366558	0.235680	0.278743	0.450624	0.678752	0.557601	100.000000
5669	7 : three	0.072490	0.053120	0.233996	0.098115	0.064500	0.070524	0.474963	0.115155	100.000000
5670	3 : hook	0.454265	0.364581	0.392389	0.125940	0.101551	0.282514	0.770601	0.390016	100.000000
5671	8 : four	0.139970	0.165310	0.346328	0.173937	0.125162	0.142240	0.566987	0.123543	100.000000
5672	5 : one	0.175620	0.165936	0.167693	0.113256	0.118169	0.120886	0.072518	0.054539	100.000000
5673	3 : hook	0.379193	0.266065	0.358492	0.138490	0.107024	0.287007	0.683846	0.360536	100.000000
5674	5 : one	0.212854	0.123596	0.278767	0.117504	0.061805	0.087562	0.101551	0.037938	100.000000
5675	7 : three	0.067269	0.053172	0.344586	0.109070	0.062722	0.158454	0.703897	0.175186	100.000000
5676	9 : five	0.304119	0.206118	0.336031	0.193805	0.105131	0.169121	0.689002	0.297306	100.000000
5677	4 : pointing	0.253421	0.341737	0.130970	0.099674	0.073126	0.093398	0.050674	0.230218	100.000000
5678	7 : three	0.126159	0.050696	0.251028	0.123836	0.084982	0.165426	0.551914	0.185033	100.000000
5679	7 : three	0.083060	0.045246	0.243019	0.133498	0.067394	0.098435	0.637158	0.159796	100.000000
5680	7 : three	0.071278	0.032786	0.388026	0.150937	0.100426	0.143880	0.799382	0.193996	100.000000
5681	4 : pointing	0.226411	0.334094	0.306988	0.186410	0.109390	0.151004	0.100238	0.337978	100.000000
5682	4 : pointing	0.236596	0.239457	0.126625	0.212149	0.078109	0.090918	0.033658	0.300826	100.000000
5683	5 : one	0.180645	0.113331	0.221755	0.094762	0.095177	0.061163	0.057756	0.054431	100.000000
5684	8 : four	0.099032	0.184824	0.478355	0.115624	0.082273	0.324226	0.705747	0.175424	100.000000
5685	1 : pinch	0.019239	0.022023	0.065048	0.123907	0.095462	0.201295	0.214425	0.047811	100.000000
5686	8 : four	0.113674	0.101572	0.312939	0.429383	0.082966	0.147374	0.507308	0.111181	100.000000
5687	2 : fist	0.618329	0.699042	0.428566	0.372154	0.305901	0.556833	0.665830	0.401459	100.000000
